"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-14",,"40","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-15",,"44","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-16",,"49","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-17",,"50","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-18",,"46","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-19",,"46","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-20",,"44","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-21",,"45","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-22",,"38","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-23",,"49","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-24",,"52","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-25",,"50","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-26",,"42","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-27",,"51","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-28",,"53","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-29",,"51","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-30",,"49","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2011-12-31",,"43","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-01",,"55","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-02",,"51","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-03",,"53","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-04",,"54","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-05",,"48","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-06",,"40","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-07",,"45","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-08",,"50","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-09",,"49","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-10",,"43","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-11",,"43","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-12",,"43","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-13",,"41","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-14",,"40","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-15",,"34","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-16",,"35","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-17",,"38","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-18",,"32","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-19",,"30","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-20",,"45","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-21",,"47","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-22",,"44","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-23",,"47","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-24",,"50","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-25",,"48","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-26",,"48","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-27",,"44","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-28",,"44","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-29",,"49","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-30",,"47","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-01-31",,"49","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-01",,"48","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-02",,"47","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-03",,"58","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-04",,"60","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-05",,"57","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-06",,"61","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-07",,"60","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-08",,"50","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-09",,"52","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-10",,"55","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-11",,"48","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-12",,"47","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-13",,"45","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-14",,"44","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-15",,"45","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-16",,"45","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-17",,"50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-18",,"44","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-19",,"44","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-20",,"46","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-21",,"50","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-22",,"50","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-23",,"47","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-24",,"44","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-25",,"45","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-26",,"41","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-27",,"44","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-28",,"44","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-02-29",,"41","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-01",,"43","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-02",,"44","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-03",,"54","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-04",,"51","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-05",,"46","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-06",,"44","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-07",,"48","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-08",,"60","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-09",,"49","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-10",,"45","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-11",,"44","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-12",,"47","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-13",,"42","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-14",,"46","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-15",,"52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-16",,"48","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-17",,"50","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-18",,"41","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-19",,"45","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-20",,"46","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-21",,"48","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-22",,"50","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-23",,"54","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-24",,"59","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-25",,"56","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-26",,"55","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-27",,"58","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-28",,"51","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-29",,"50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-30",,"49","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-03-31",,"50","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-01",,"48","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-02",,"62","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-03",,"53","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-04",,"51","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-05",,"49","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-06",,"52","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-07",,"61","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-08",,"70","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-09",,"68","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-10",,"64","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-11",,"52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-12",,"57","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-13",,"59","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-14",,"60","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-15",,"61","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-16",,"56","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-17",,"50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-18",,"56","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-19",,"57","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-20",,"56","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-21",,"68","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-22",,"74","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-23",,"71","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-24",,"57","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-25",,"62","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-26",,"57","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-27",,"56","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-28",,"61","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-29",,"60","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-04-30",,"55","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-01",,"53","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-02",,"56","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-03",,"52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-04",,"54","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-05",,"56","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-06",,"64","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-07",,"75","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-08",,"65","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-09",,"56","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-10",,"58","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-11",,"65","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-12",,"76","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-13",,"78","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-14",,"80","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-15",,"76","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-16",,"67","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-17",,"64","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-18",,"60","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-19",,"67","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-20",,"58","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-21",,"62","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-22",,"55","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-23",,"58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-24",,"63","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-25",,"72","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-26",,"72","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-27",,"63","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-28",,"62","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-29",,"61","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-30",,"66","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-05-31",,"64","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-01",,"68","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-02",,"66","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-03",,"63","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-04",,"55","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-05",,"56","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-06",,"61","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-07",,"61","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-08",,"59","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-09",,"63","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-10",,"66","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-11",,"74","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-12",,"65","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-13",,"61","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-14",,"63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-15",,"72","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-16",,"70","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-17",,"66","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-18",,"63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-19",,"67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-20",,"76","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-21",,"75","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-22",,"57","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-23",,"60","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-24",,"67","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-25",,"67","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-26",,"65","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-27",,"73","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-28",,"72","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-29",,"71","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-06-30",,"68","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-01",,"68","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-02",,"66","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-03",,"65","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-04",,"69","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-05",,"76","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-06",,"77","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-07",,"80","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-08",,"83","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-09",,"77","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-10",,"75","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-11",,"82","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-12",,"78","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-13",,"74","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-14",,"77","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-15",,"66","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-16",,"79","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-17",,"71","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-18",,"70","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-19",,"77","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-20",,"67","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-21",,"75","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-22",,"69","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-23",,"66","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-24",,"74","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-25",,"80","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-26",,"78","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-27",,"66","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-28",,"72","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-29",,"73","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-30",,"67","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-07-31",,"73","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-01",,"75","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-02",,"74","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-03",,"81","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-04",,"93","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-05",,"93","64"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-06",,"83","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-07",,"70","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-08",,"72","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-09",,"76","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-10",,"78","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-11",,"83","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-12",,"87","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-13",,"87","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-14",,"84","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-15",,"88","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-16",,"94","65"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-17",,"91","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-18",,"71","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-19",,"74","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-20",,"78","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-21",,"74","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-22",,"72","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-23",,"70","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-24",,"72","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-25",,"79","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-26",,"70","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-27",,"75","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-28",,"73","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-29",,"73","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-30",,"73","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-08-31",,"72","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-01",,"71","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-02",,"70","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-03",,"73","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-04",,"76","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-05",,"79","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-06",,"83","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-07",,"90","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-08",,"77","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-09",,"66","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-10",,"68","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-11",,"68","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-12",,"72","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-13",,"82","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-14",,"79","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-15",,"72","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-16",,"76","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-17",,"82","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-18",,"82","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-19",,"75","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-20",,"67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-21",,"61","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-22",,"67","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-23",,"67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-24",,"70","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-25",,"67","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-26",,"67","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-27",,"73","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-28",,"77","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-29",,"69","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-09-30",,"70","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-01",,"74","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-02",,"64","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-03",,"66","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-04",,"66","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-05",,"71","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-06",,"75","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-07",,"75","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-08",,"70","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-09",,"61","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-10",,"54","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-11",,"57","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-12",,"57","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-13",,"60","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-14",,"64","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-15",,"63","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-16",,"61","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-17",,"58","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-18",,"64","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-19",,"59","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-20",,"52","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-21",,"53","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-22",,"46","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-23",,"52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-24",,"53","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-25",,"53","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-26",,"52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-27",,"58","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-28",,"58","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-29",,"60","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-30",,"59","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-10-31",,"60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2012-11-01",,"59","51"
